date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:55:22	58452/58452	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:22%20GMT	https://designertemplate.webflow.io/article/5-great-ux-tips-to-increase-your-users-retention	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/article/5-great-ux-tips-to-increase-your-users-retention.html	(from https://designertemplate.webflow.io/)
11:55:22	47487/47487	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:23%20GMT	https://designertemplate.webflow.io/styleguide	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/styleguide.html	(from https://designertemplate.webflow.io/)
11:55:22	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:23%20GMT	https://designertemplate.webflow.io/start-here	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/start-here	(from https://designertemplate.webflow.io/)
11:55:23	20338/20338	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:23%20GMT	https://designertemplate.webflow.io/404	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/404.html	(from https://designertemplate.webflow.io/)
11:55:23	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:24%20GMT	https://designertemplate.webflow.io/401	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/401	(from https://designertemplate.webflow.io/)
11:55:23	39725/39725	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:24%20GMT	https://designertemplate.webflow.io/licenses	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/licenses.html	(from https://designertemplate.webflow.io/)
11:55:24	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:24%20GMT	https://designertemplate.webflow.io/changelog	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/changelog	(from https://designertemplate.webflow.io/)
11:55:24	96149/96149	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:25%20GMT	https://designertemplate.webflow.io/checkout	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/checkout.html	(from https://designertemplate.webflow.io/)
11:55:25	314899/314899	---M--	200	added ('OK')	image/png	etag:%226231d92cccce48d1ccea9194e13c5396%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f68dc2ac524a5051687a4ca_image-hero-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f68dc2ac524a5051687a4ca_image-hero-designer-template.png	(from https://designertemplate.webflow.io/)
11:55:25	142009/142009	---M--	200	added ('OK')	image/png	etag:%2213e8617e3fc1d9780bc3d1ee1a65c121%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6920b95c832be6cde53eab_image-portfolio-04-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6920b95c832be6cde53eab_image-portfolio-04-designer-template.png	(from https://designertemplate.webflow.io/)
11:55:25	51663/51663	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:26%20GMT	https://designertemplate.webflow.io/portfolio/elearning-mobile-app-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/portfolio/elearning-mobile-app-design.html	(from https://designertemplate.webflow.io/)
11:55:26	51641/51641	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:26%20GMT	https://designertemplate.webflow.io/portfolio/fintech-website-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/portfolio/fintech-website-design.html	(from https://designertemplate.webflow.io/)
11:55:26	282671/282671	---M--	200	added ('OK')	image/png	etag:%22f40550a9609ea81fe3b6db2b86096f9a%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f692087ca2bad9dfe44ad22_image-portfolio-03-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f692087ca2bad9dfe44ad22_image-portfolio-03-designer-template.png	(from https://designertemplate.webflow.io/)
11:55:27	206490/206490	---M--	200	added ('OK')	image/png	etag:%220252da0e59814c1ea530d3356f7c2773%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6e41c69d7ea85071f00068_image-portfolio-01-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6e41c69d7ea85071f00068_image-portfolio-01-designer-template.png	(from https://designertemplate.webflow.io/)
11:55:27	351157/351157	---M--	200	added ('OK')	image/jpeg	etag:%223ee4f0d84a098903a717bce4081c6995%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f6ccf2439b2264f33bbb821_background-cta-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f6ccf2439b2264f33bbb821_background-cta-designer-template.jpg	(from https://designertemplate.webflow.io/)
11:55:27	64513/64513	---M--	200	added ('OK')	image/jpeg	etag:%2288ff51cb8af056e6a3d7f1f591628fd9%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f68ec03219ac3445c97f9c6_image-about-section-01-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f68ec03219ac3445c97f9c6_image-about-section-01-designer-template.jpg	(from https://designertemplate.webflow.io/)
11:55:27	92563/92563	---M--	200	added ('OK')	image/jpeg	etag:%22a9ec5f1cd3790aadcaa59db8ca59c703%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f68ec04bc61562c6fb8793c_image-about-section-02-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f68ec04bc61562c6fb8793c_image-about-section-02-designer-template.jpg	(from https://designertemplate.webflow.io/)
11:55:28	6346/6346	---M--	200	added ('OK')	image/jpeg	etag:%22f66ea163e1b89cb9f32dbcb0f884de71%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f68f3fea3e7a8849cbf16c2_image-testimonial-02-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f68f3fea3e7a8849cbf16c2_image-testimonial-02-designer-template.jpg	(from https://designertemplate.webflow.io/)
11:55:28	7819/7819	---M--	200	added ('OK')	image/jpeg	etag:%2212727f2de0aafd1b3577cd82e2d3d091%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f68f3fef7d9363a52fade68_image-testimonial-01-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f68f3fef7d9363a52fade68_image-testimonial-01-designer-template.jpg	(from https://designertemplate.webflow.io/)
11:55:28	5764/5764	---M--	200	added ('OK')	image/jpeg	etag:%2226d6667e3aeebaa405fe78435ee05425%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f68f3fe5682a499652f13a2_image-testimonial-03-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f68f3fe5682a499652f13a2_image-testimonial-03-designer-template.jpg	(from https://designertemplate.webflow.io/)
11:55:28	236874/236874	---M--	200	added ('OK')	image/jpeg	etag:%22003d61ce187b83e55b90c487418efd6d%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f693974fda6430aecceb18b_image-blog-article-06-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f693974fda6430aecceb18b_image-blog-article-06-designer-template.jpg	(from https://designertemplate.webflow.io/)
11:55:29	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:29%20GMT	https://designertemplate.webflow.io/blog-category/product-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/blog-category/product-design	(from https://designertemplate.webflow.io/)
11:55:29	58150/58150	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:29%20GMT	https://designertemplate.webflow.io/article/10-great-sites-to-explore-ui-design-patterns	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/article/10-great-sites-to-explore-ui-design-patterns.html	(from https://designertemplate.webflow.io/)
11:55:29	211269/211269	---M--	200	added ('OK')	image/jpeg	etag:%22a3d02822a74a98274de7432b47d2c8d3%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6938ff43405e66ce131486_image-blog-article-04-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6938ff43405e66ce131486_image-blog-article-04-designer-template.jpg	(from https://designertemplate.webflow.io/)
11:55:29	58265/58265	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:30%20GMT	https://designertemplate.webflow.io/article/the-power-of-whitespace-in-web-and-ui-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/article/the-power-of-whitespace-in-web-and-ui-design.html	(from https://designertemplate.webflow.io/)
11:55:30	221396/221396	---M--	200	added ('OK')	image/jpeg	etag:%22bec86bda47f9789c252598c84cc80511%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f69389edaebb042f494b7ad_image-blog-article-02-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f69389edaebb042f494b7ad_image-blog-article-02-designer-template.jpg	(from https://designertemplate.webflow.io/)
11:55:30	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:31%20GMT	https://designertemplate.webflow.io/article/how-to-design-an-useful-and-intuitive-navigation	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/article/how-to-design-an-useful-and-intuitive-navigation	(from https://designertemplate.webflow.io/)
11:55:30	169369/169369	---M--	200	added ('OK')	image/jpeg	etag:%2221d620b613c43992b80aa2a4bdebcbce%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f69375096396a56e9251e93_image-blog-article-01-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f69375096396a56e9251e93_image-blog-article-01-designer-template.jpg	(from https://designertemplate.webflow.io/)
11:55:30	45239/45239	---M--	200	added ('OK')	image/png	etag:%2202bafe57900aaa167b441d4c8f7866b9%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f68f7fffd8aed2e4f4e1ed3_image-dribbble-01-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f68f7fffd8aed2e4f4e1ed3_image-dribbble-01-designer-template.png	(from https://designertemplate.webflow.io/)
11:55:31	29302/29302	---M--	200	added ('OK')	image/png	etag:%225261f8c6faaca0a0d7a76633b58ba62f%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f68f7fff7d9366d4cfaeb0c_image-dribbble-02-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f68f7fff7d9366d4cfaeb0c_image-dribbble-02-designer-template.png	(from https://designertemplate.webflow.io/)
11:55:31	45021/45021	---M--	200	added ('OK')	image/png	etag:%2237814689acb1fd7445190dd6a96f471c%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f68f7ff7f0d462c795e6b7b_image-dribbble-03-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f68f7ff7f0d462c795e6b7b_image-dribbble-03-designer-template.png	(from https://designertemplate.webflow.io/)
11:55:31	48482/48482	---M--	200	added ('OK')	image/png	etag:%224960e892682c5d7a59fdb084579b6d8a%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f68f7ffe968a5f713c6ec28_image-dribbble-04-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f68f7ffe968a5f713c6ec28_image-dribbble-04-designer-template.png	(from https://designertemplate.webflow.io/)
11:55:31	60776/60776	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:32%20GMT	https://designertemplate.webflow.io/product/ipad-pro-2020-11-mockup	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/ipad-pro-2020-11-mockup.html	(from https://designertemplate.webflow.io/)
11:55:33	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=5f68b76104965043f88e2647	C:/Users/joel/Desktop/web%20copier/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8f520.js	(from https://designertemplate.webflow.io/)
11:55:33	1562683/1562683	---M-Z	200	added ('OK')	text/javascript	etag:%226bdb2c9eeececb91ed06e82a99f78f73%22	https://assets.website-files.com/5f68b76104965043f88e2647/js/webflow.ea43e5e8e.js	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/js/webflow.ea43e5e8e.js	(from https://designertemplate.webflow.io/)
11:55:34	199002/199002	---M--	200	added ('OK')	image/jpeg	etag:%22d3715a064c5b33f9034dd643a7f4fc47%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f6a39dce4b850343816a8a3_image-hero-about-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f6a39dce4b850343816a8a3_image-hero-about-designer-template.jpg	(from https://designertemplate.webflow.io/about)
11:55:34	177954/177954	---M--	200	added ('OK')	image/jpeg	etag:%228c4355c63101e0711c58be174af45c58%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f6a433173d5a3844579257f_image-my-story-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f6a433173d5a3844579257f_image-my-story-designer-template.jpg	(from https://designertemplate.webflow.io/about)
11:55:34	42980/42980	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:35%20GMT	https://designertemplate.webflow.io/portfolio-category/web-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/portfolio-category/web-design.html	(from https://designertemplate.webflow.io/portfolio)
11:55:35	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:35%20GMT	https://designertemplate.webflow.io/portfolio-category/ui-ux-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/portfolio-category/ui-ux-design.2e.delayed	(from https://designertemplate.webflow.io/portfolio)
11:55:36	43007/43007	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:36%20GMT	https://designertemplate.webflow.io/portfolio-category/product-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/portfolio-category/product-design.html	(from https://designertemplate.webflow.io/portfolio)
11:55:36	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:37%20GMT	https://designertemplate.webflow.io/portfolio/digital-store-mobile-app	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/portfolio/digital-store-mobile-app	(from https://designertemplate.webflow.io/portfolio)
11:55:36	182292/182292	---M--	200	added ('OK')	image/png	etag:%228d98d01b73554b10c2addeb4e42af927%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6e43200918d8229d86a540_image-portfolio-02-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6e43200918d8229d86a540_image-portfolio-02-designer-template.png	(from https://designertemplate.webflow.io/portfolio)
11:55:37	122770/122770	---M--	200	added ('OK')	image/png	etag:%223c6f795206e407baf791a777c3c78e7b%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6a7c2cac4725cccff8a653_mockup-ecommerce-02-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6a7c2cac4725cccff8a653_mockup-ecommerce-02-designer-template.png	(from https://designertemplate.webflow.io/products)
11:55:38	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:38%20GMT	https://designertemplate.webflow.io/category/mockup	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/category/mockup	(from https://designertemplate.webflow.io/products)
11:55:38	116520/116520	---M--	200	added ('OK')	image/png	etag:%22c8e3bbaf7c3e8659425705c361a8ac1f%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6a75b7a605d91d1010208f_mockup-ecommerce-01-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6a75b7a605d91d1010208f_mockup-ecommerce-01-designer-template.png	(from https://designertemplate.webflow.io/products)
11:55:38	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:39%20GMT	https://designertemplate.webflow.io/product/galaxy-s20-mockups	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/galaxy-s20-mockups	(from https://designertemplate.webflow.io/products)
11:55:39	72444/72444	---M--	200	added ('OK')	image/png	etag:%2285bc5061a67ecadf2a5d4ea535dedf37%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6e3e6da9af43e722da239c_mockup-ecommerce-08-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6e3e6da9af43e722da239c_mockup-ecommerce-08-designer-template.png	(from https://designertemplate.webflow.io/products)
11:55:39	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:40%20GMT	https://designertemplate.webflow.io/product/macbook-pro-16-mockup	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/macbook-pro-16-mockup	(from https://designertemplate.webflow.io/products)
11:55:40	148077/148077	---M--	200	added ('OK')	image/png	etag:%22a316e11fa4e9d210a22b0b21f91d72dd%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6e3df68e979ea2c8d5dd00_mockup-ecommerce-07-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6e3df68e979ea2c8d5dd00_mockup-ecommerce-07-designer-template.png	(from https://designertemplate.webflow.io/products)
11:55:41	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:41%20GMT	https://designertemplate.webflow.io/product/iphone-11-mockup-scene	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/iphone-11-mockup-scene	(from https://designertemplate.webflow.io/products)
11:55:42	143167/143167	---M--	200	added ('OK')	image/png	etag:%22330a7939cfdc411927dde2b44c646623%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6a831fd17bef17ca7da2c2_mockup-ecommerce-06-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6a831fd17bef17ca7da2c2_mockup-ecommerce-06-designer-template.png	(from https://designertemplate.webflow.io/products)
11:55:42	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:43%20GMT	https://designertemplate.webflow.io/product/asus-laptop-mockup	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/asus-laptop-mockup	(from https://designertemplate.webflow.io/products)
11:55:43	49988/49988	---M--	200	added ('OK')	image/png	etag:%22c22db798e7a1cf9be978ea31ab2c4e74%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6a8216a3611a0d2d55f85b_mockup-ecommerce-05-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6a8216a3611a0d2d55f85b_mockup-ecommerce-05-designer-template.png	(from https://designertemplate.webflow.io/products)
11:55:43	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:43%20GMT	https://designertemplate.webflow.io/product/galaxy-s20-mockup-composition	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/galaxy-s20-mockup-composition	(from https://designertemplate.webflow.io/products)
11:55:43	83489/83489	---M--	200	added ('OK')	image/png	etag:%2246351933d40c0c961e2c328bfa4f1f65%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6a75cd1b5b9d1054ae5a87_mockup-ecommerce-04-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6a75cd1b5b9d1054ae5a87_mockup-ecommerce-04-designer-template.png	(from https://designertemplate.webflow.io/products)
11:55:44	60603/60603	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:44%20GMT	https://designertemplate.webflow.io/product/galaxy-note-20-ultra-mockup	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/galaxy-note-20-ultra-mockup.html	(from https://designertemplate.webflow.io/products)
11:55:44	46636/46636	---M--	200	added ('OK')	image/png	etag:%2227d7fcb9e02a39fdf9a50e932a4521a9%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6a75c5a605d92dd11020a8_mockup-ecommerce-03-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6a75c5a605d92dd11020a8_mockup-ecommerce-03-designer-template.png	(from https://designertemplate.webflow.io/products)
11:55:45	51281/51281	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:25:45%20GMT	https://designertemplate.webflow.io/products?89e75952_page=2	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/products4746.html	(from https://designertemplate.webflow.io/products)
11:55:45	127355/127355	---M--	200	added ('OK')	image/png	etag:%22c53b0af5f1cc7117fc79f2f6e686e60e%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f691b58b3ba109c3b356d84_image-projectoverview-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f691b58b3ba109c3b356d84_image-projectoverview-designer-template.png	(from https://designertemplate.webflow.io/portfolio/fintech-mobile-app-redesign)
11:55:46	54994/54994	---M--	200	added ('OK')	image/png	etag:%221983cc049a5cc7d104a52da0efcbd613%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f691c0d3f964b47dbaf21b0_image-execution-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f691c0d3f964b47dbaf21b0_image-execution-designer-template.png	(from https://designertemplate.webflow.io/portfolio/fintech-mobile-app-redesign)
11:55:48	75260/75260	---M--	200	added ('OK')	image/png	etag:%228e0a67003bd1276a7c67daa9ca3f5da8%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f691c6de0cb1f756a8800d9_image-results-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f691c6de0cb1f756a8800d9_image-results-designer-template.png	(from https://designertemplate.webflow.io/portfolio/fintech-mobile-app-redesign)
11:55:48	590870/590870	---M--	200	added ('OK')	image/png	etag:%224b95a8665dbd6fbaca6c577dba3bdead%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6a792b3b52a11206cb500f_image-about-product-designer-template.png	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6a792b3b52a11206cb500f_image-about-product-designer-template.png	(from https://designertemplate.webflow.io/product/iphone-11-pro-mockups)
11:55:48	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:49%20GMT	https://designertemplate.webflow.io/blog	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/blog.html	(from https://designertemplate.webflow.io/)
11:55:49	158031/158031	---M--	200	added ('OK')	image/jpeg	etag:%223b9c6cc1751d727661fbc9c891583556%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f6937948a40da948741b102_image-blog-post-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f6937948a40da948741b102_image-blog-post-designer-template.jpg	(from https://designertemplate.webflow.io/article/5-great-ux-tips-to-increase-your-users-retention)
11:55:50	17398/17398	---M--	200	added ('OK')	image/jpeg	etag:%22f557978091a27ea10465d86523e8a354%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f6b8dbf13d4f85c4118b3fa_image-blog-author-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f6b8dbf13d4f85c4118b3fa_image-blog-author-designer-template.jpg	(from https://designertemplate.webflow.io/article/5-great-ux-tips-to-increase-your-users-retention)
